641.6492	0.0000	0.0000	0.0000	0.0000	-0.0000	0.0000
641.6991	0.0000	0.0000	0.0000	0.0000	-0.0000	0.0000
641.7487	0.0000	0.0000	0.0000	0.0000	-0.0000	0.0000
641.7986	-0.0101	-0.0022	0.0000	0.0000	-0.0000	0.0003
641.8486	-0.0101	0.0034	0.0000	0.0000	-0.0000	0.0012
641.8985	-0.0241	0.0003	0.0000	0.0000	0.0000	-0.0006
641.9991	-0.0121	-0.0014	0.0000	0.0000	-0.0000	0.0008
642.0490	-0.0010	0.0223	0.0000	0.0000	-0.0000	0.0006
642.0990	0.0140	0.0042	0.0000	0.0000	-0.0000	0.0004
642.1489	0.0307	0.0085	0.0000	0.0000	-0.0000	0.0002
642.1988	0.0278	0.0007	0.0000	0.0000	-0.0000	0.0011
642.2487	0.0385	0.0062	0.0000	0.0000	-0.0000	0.0008
642.2988	0.0457	-0.0082	0.0000	0.0000	-0.0000	0.0009
642.3487	0.0662	0.0049	0.0000	0.0000	-0.0000	0.0015
642.3986	0.0660	0.0078	0.0000	0.0000	-0.0000	0.0012
642.4985	0.1036	0.0014	0.0000	0.0000	-0.0000	0.0016
642.5484	0.1176	-0.0009	0.0000	0.0000	-0.0000	0.0015
642.5991	0.1293	0.0040	0.0000	0.0000	-0.0000	0.0014
642.6490	0.1548	-0.0006	0.0000	0.0000	-0.0000	0.0016
642.6990	0.1727	0.0077	0.0000	0.0000	-0.0000	0.0023
642.7489	0.1911	0.0011	0.0000	0.0000	-0.0000	0.0016
642.7990	0.2169	-0.0093	0.0000	0.0000	-0.0000	0.0016
642.8492	0.2488	0.0061	0.0000	0.0000	-0.0000	0.0025
642.8988	0.2701	0.0076	0.0000	0.0000	-0.0000	0.0024
642.9487	0.2979	-0.0069	0.0000	0.0000	-0.0000	0.0024
643.0486	0.3502	-0.0059	0.0000	0.0000	-0.0000	0.0034
643.0985	0.3756	0.0001	0.0000	0.0000	-0.0000	0.0030
643.1484	0.4297	0.0105	0.0000	0.0000	-0.0000	0.0036
643.1991	0.4574	-0.0090	0.0000	0.0000	-0.0000	0.0029
643.2490	0.4843	-0.0018	0.0000	0.0000	-0.0000	0.0034
643.2990	0.5198	-0.0067	0.0000	0.0000	-0.0000	0.0039
643.3489	0.5683	0.0021	0.0000	0.0000	-0.0000	0.0045
643.3988	0.5947	-0.0007	0.0000	0.0000	-0.0000	0.0051
643.4492	0.6419	0.0000	0.0000	0.0000	-0.0000	0.0051
643.4991	0.6874	-0.0154	0.0000	0.0000	-0.0000	0.0059
643.5487	0.7144	-0.0074	0.0000	0.0000	-0.0000	0.0070
643.5987	0.7873	-0.0078	0.0000	0.0000	-0.0000	0.0080
643.6486	0.8200	0.0009	0.0000	0.0000	-0.0000	0.0086
643.6985	0.8727	-0.0067	0.0000	0.0000	-0.0000	0.0092
643.7492	0.9213	0.0007	0.0000	0.0000	-0.0000	0.0098
643.7991	0.9690	-0.0136	0.0000	0.0000	-0.0000	0.0108
643.8490	1.0249	-0.0034	0.0000	0.0000	-0.0000	0.0123
643.8990	1.0770	-0.0126	0.0000	0.0000	-0.0000	0.0135
643.9489	1.1380	-0.0121	0.0000	0.0000	-0.0000	0.0143
643.9988	1.2029	-0.0161	0.0000	0.0000	-0.0000	0.0158
644.0487	1.2611	-0.0061	0.0000	0.0000	-0.0000	0.0172
644.0988	1.3309	-0.0133	0.0000	0.0000	-0.0000	0.0183
644.1487	1.3769	-0.0185	0.0000	0.0000	-0.0000	0.0192
644.1987	1.4478	-0.0195	0.0000	0.0000	-0.0000	0.0208
644.2486	1.5042	-0.0061	0.0000	0.0000	-0.0000	0.0237
644.2985	1.5955	-0.0113	0.0000	0.0000	-0.0000	0.0250
644.3983	1.7075	-0.0133	0.0000	0.0000	-0.0000	0.0300
644.4490	1.7776	-0.0038	0.0000	0.0000	-0.0000	0.0315
644.4990	1.8666	-0.0105	0.0000	0.0000	-0.0000	0.0337
644.5489	1.9349	-0.0079	0.0000	0.0000	-0.0000	0.0357
644.5988	1.9979	-0.0047	0.0000	0.0000	-0.0000	0.0381
644.6487	2.0791	-0.0001	0.0000	0.0000	-0.0000	0.0403
644.6988	2.1557	-0.0087	0.0000	0.0000	-0.0000	0.0423
644.7487	2.2232	0.0052	0.0000	0.0000	-0.0000	0.0451
644.7987	2.3147	0.0053	0.0000	0.0000	-0.0000	0.0468
644.8486	2.3832	0.0134	0.0000	0.0000	-0.0000	0.0496
644.8985	2.4680	0.0053	0.0000	0.0000	-0.0000	0.0516
644.9492	2.5470	0.0108	0.0000	0.0000	-0.0000	0.0543
644.9991	2.6266	0.0159	0.0000	0.0000	-0.0000	0.0574
645.0491	2.7180	0.0305	0.0000	0.0000	-0.0000	0.0598
645.0990	2.8118	0.0198	0.0000	0.0000	-0.0000	0.0618
645.1489	2.8872	0.0274	0.0000	0.0000	-0.0000	0.0635
645.1988	2.9913	0.0411	0.0000	0.0000	-0.0000	0.0665
645.2487	3.0586	0.0460	0.0000	0.0000	-0.0000	0.0690
645.2988	3.1609	0.0532	0.0000	0.0000	-0.0000	0.0714
645.3487	3.2315	0.0414	0.0000	0.0000	-0.0000	0.0738
645.3987	3.3477	0.0638	0.0000	0.0000	-0.0000	0.0763
645.4486	3.4144	0.0514	0.0000	0.0000	-0.0000	0.0781
645.4985	3.5200	0.0636	0.0000	0.0000	-0.0000	0.0799
645.5492	3.5896	0.0749	0.0000	0.0000	-0.0000	0.0834
645.5991	3.6931	0.0682	0.0000	0.0000	-0.0000	0.0843
645.6491	3.7943	0.0795	0.0000	0.0000	-0.0000	0.0880
645.6990	3.8879	0.0921	0.0000	0.0000	-0.0000	0.0896
645.7491	3.9831	0.0964	0.0000	0.0000	-0.0000	0.0922
645.7988	4.0811	0.1076	0.0000	0.0000	-0.0000	0.0943
645.8489	4.1782	0.1141	0.0000	0.0000	-0.0000	0.0963
645.8988	4.2698	0.1263	0.0000	0.0000	-0.0000	0.0978
645.9487	4.3719	0.1255	0.0000	0.0000	-0.0000	0.0991
645.9987	4.4640	0.1450	0.0000	0.0000	-0.0000	0.1012
646.0486	4.5424	0.1419	0.0000	0.0000	-0.0000	0.1028
646.0985	4.6287	0.1520	0.0000	0.0000	-0.0000	0.1048
646.1484	4.7455	0.1607	0.0000	0.0000	-0.0000	0.1067
646.1991	4.8386	0.1690	0.0000	0.0000	-0.0000	0.1076
646.2483	4.9467	0.1840	0.0000	0.0000	-0.0000	0.1093
646.2990	5.0211	0.1810	0.0000	0.0000	-0.0000	0.1106
646.3489	5.1265	0.2029	0.0000	0.0000	-0.0000	0.1135
646.3988	5.2428	0.2154	0.0000	0.0000	-0.0000	0.1151
646.4487	5.3434	0.2311	0.0000	0.0000	-0.0000	0.1164
646.4988	5.4252	0.2292	0.0000	0.0000	-0.0000	0.1184
646.5488	5.5408	0.2380	0.0000	0.0000	-0.0000	0.1200
646.5987	5.6416	0.2505	0.0000	0.0000	-0.0000	0.1218
646.6486	5.7406	0.2545	0.0000	0.0000	-0.0000	0.1232
646.6985	5.8417	0.2642	0.0000	0.0000	-0.0000	0.1248
646.7492	5.9428	0.2897	0.0000	0.0000	-0.0000	0.1259
646.7991	6.0351	0.2923	0.0000	0.0000	-0.0000	0.1281
646.8491	6.1269	0.3075	0.0000	0.0000	-0.0000	0.1295
646.8990	6.2316	0.3339	0.0000	0.0000	-0.0000	0.1310
646.9489	6.3269	0.3280	0.0000	0.0000	-0.0000	0.1322
646.9988	6.4345	0.3610	0.0000	0.0000	-0.0000	0.1346
647.0489	6.5152	0.3489	0.0000	0.0000	-0.0000	0.1357
647.0988	6.6205	0.3639	0.0000	0.0000	-0.0000	0.1371
647.1488	6.7353	0.3771	0.0000	0.0000	-0.0000	0.1385
647.1987	6.8586	0.3929	0.0000	0.0000	-0.0000	0.1397
647.2486	6.9500	0.4032	0.0000	0.0000	-0.0000	0.1409
647.2985	7.0289	0.4319	0.0000	0.0000	-0.0000	0.1424
647.3484	7.1477	0.4386	0.0000	0.0000	-0.0000	0.1442
647.3984	7.2562	0.4565	0.0000	0.0000	-0.0000	0.1466
647.4491	7.3458	0.4657	0.0000	0.0000	-0.0000	0.1468
