1156.5986	0.0000	0.0000	0.0000	0.0000	-0.0000	0.0000
1156.6485	0.0000	0.0000	0.0000	0.0000	-0.0000	0.0000
1156.6985	0.0000	0.0000	0.0000	0.0000	-0.0000	0.0000
1156.7484	0.0150	-0.0037	0.0000	0.0000	0.0000	-0.0002
1156.7983	0.0163	0.0050	0.0000	0.0000	0.0000	-0.0005
1156.8492	0.0242	-0.0016	0.0000	0.0000	0.0000	-0.0005
1156.8991	0.0402	0.0035	0.0000	0.0000	-0.0000	0.0006
1156.9490	0.0572	-0.0084	0.0000	0.0000	0.0000	-0.0016
1156.9989	0.1078	-0.0013	0.0000	0.0000	0.0000	-0.0019
1157.0489	0.0957	0.0005	0.0000	0.0000	0.0000	-0.0007
1157.0991	0.1243	-0.0167	0.0000	0.0000	-0.0000	0.0013
1157.1487	0.1585	-0.0204	0.0000	0.0000	0.0000	-0.0001
1157.1986	0.2063	-0.0058	0.0000	0.0000	-0.0000	0.0001
1157.2485	0.2329	-0.0132	0.0000	0.0000	-0.0000	0.0019
1157.2985	0.2730	0.0053	0.0000	0.0000	0.0000	-0.0003
1157.3484	0.3215	-0.0004	0.0000	0.0000	0.0000	-0.0003
1157.3983	0.3632	-0.0047	0.0000	0.0000	-0.0000	0.0012
1157.4492	0.4081	-0.0124	0.0000	0.0000	0.0000	-0.0006
1157.4991	0.4593	-0.0113	0.0000	0.0000	0.0000	-0.0018
1157.5490	0.4994	-0.0133	0.0000	0.0000	-0.0000	0.0003
1157.5989	0.5728	-0.0071	0.0000	0.0000	0.0000	-0.0002
1157.6489	0.6387	-0.0196	0.0000	0.0000	0.0000	-0.0011
1157.6991	0.7001	-0.0254	0.0000	0.0000	0.0000	-0.0028
1157.7487	0.7847	-0.0195	0.0000	0.0000	0.0000	-0.0003
1157.7986	0.8444	-0.0070	0.0000	0.0000	0.0000	-0.0007
1157.8485	0.9427	-0.0090	0.0000	0.0000	0.0000	-0.0007
1157.8985	1.0194	-0.0145	0.0000	0.0000	0.0000	-0.0004
1157.9484	1.0896	-0.0102	0.0000	0.0000	0.0000	-0.0009
1157.9983	1.1787	-0.0175	0.0000	0.0000	0.0000	-0.0007
